shelfmark,iiif_url,url,orig_shelfmark
JRL SERIES AF 395,https://princetongenizalab.github.io/iiif/jrl/af/af-395.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+395%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 395
JRL SERIES AF 141,https://princetongenizalab.github.io/iiif/jrl/af/af-141.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+141%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 141
JRL SERIES AF 454,https://princetongenizalab.github.io/iiif/jrl/af/af-454.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+454%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 454
JRL SERIES AF 287,https://princetongenizalab.github.io/iiif/jrl/af/af-287.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+287%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 287
JRL SERIES AF 268,https://princetongenizalab.github.io/iiif/jrl/af/af-268.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+268%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 268
JRL SERIES AF 157,https://princetongenizalab.github.io/iiif/jrl/af/af-157.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+157%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 157
JRL SERIES AF 442,https://princetongenizalab.github.io/iiif/jrl/af/af-442.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+442%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 442
JRL SERIES AF 291,https://princetongenizalab.github.io/iiif/jrl/af/af-291.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+291%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 291
JRL SERIES AF 100,https://princetongenizalab.github.io/iiif/jrl/af/af-100.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+100%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 100
JRL SERIES AF 415,https://princetongenizalab.github.io/iiif/jrl/af/af-415.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+415%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 415
JRL SERIES AF 229,https://princetongenizalab.github.io/iiif/jrl/af/af-229.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+229%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 229
JRL SERIES AF 383,https://princetongenizalab.github.io/iiif/jrl/af/af-383.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+383%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 383
JRL SERIES AF 228,https://princetongenizalab.github.io/iiif/jrl/af/af-228.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+228%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 228
JRL SERIES AF 382,https://princetongenizalab.github.io/iiif/jrl/af/af-382.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+382%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 382
JRL SERIES AF 101,https://princetongenizalab.github.io/iiif/jrl/af/af-101.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+101%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 101
JRL SERIES AF 414,https://princetongenizalab.github.io/iiif/jrl/af/af-414.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+414%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 414
JRL SERIES AF 290,https://princetongenizalab.github.io/iiif/jrl/af/af-290.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+290%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 290
JRL SERIES AF 156,https://princetongenizalab.github.io/iiif/jrl/af/af-156.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+156%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 156
JRL SERIES AF 443,https://princetongenizalab.github.io/iiif/jrl/af/af-443.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+443%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 443
JRL SERIES AF 286,https://princetongenizalab.github.io/iiif/jrl/af/af-286.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+286%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 286
JRL SERIES AF 269,https://princetongenizalab.github.io/iiif/jrl/af/af-269.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+269%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 269
JRL SERIES AF 140,https://princetongenizalab.github.io/iiif/jrl/af/af-140.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+140%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 140
JRL SERIES AF 394,https://princetongenizalab.github.io/iiif/jrl/af/af-394.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+394%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 394
JRL SERIES AF 117,https://princetongenizalab.github.io/iiif/jrl/af/af-117.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+117%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 117
JRL SERIES AF 402,https://princetongenizalab.github.io/iiif/jrl/af/af-402.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+402%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 402
JRL SERIES AF 245,https://princetongenizalab.github.io/iiif/jrl/af/af-245.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+245%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 245
JRL SERIES AF 300,https://princetongenizalab.github.io/iiif/jrl/af/af-300.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+300%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 300
JRL SERIES AF 26,https://princetongenizalab.github.io/iiif/jrl/af/af-26.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+26%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 26
JRL SERIES AF 183,https://princetongenizalab.github.io/iiif/jrl/af/af-183.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+183%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 183
JRL SERIES AF 3,https://princetongenizalab.github.io/iiif/jrl/af/af-3.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+3%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 3
JRL SERIES AF 212,https://princetongenizalab.github.io/iiif/jrl/af/af-212.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+212%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 212
JRL SERIES AF 357,https://princetongenizalab.github.io/iiif/jrl/af/af-357.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+357%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 357
JRL SERIES AF 71,https://princetongenizalab.github.io/iiif/jrl/af/af-71.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+71%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 71
JRL SERIES AF 88,https://princetongenizalab.github.io/iiif/jrl/af/af-88.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+88%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 88
JRL SERIES AF 204,https://princetongenizalab.github.io/iiif/jrl/af/af-204.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+204%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 204
JRL SERIES AF 67,https://princetongenizalab.github.io/iiif/jrl/af/af-67.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+67%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 67
JRL SERIES AF 341,https://princetongenizalab.github.io/iiif/jrl/af/af-341.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+341%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 341
JRL SERIES AF 438,https://princetongenizalab.github.io/iiif/jrl/af/af-438.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+438%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 438
JRL SERIES AF 253,https://princetongenizalab.github.io/iiif/jrl/af/af-253.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+253%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 253
JRL SERIES AF 30,https://princetongenizalab.github.io/iiif/jrl/af/af-30.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+30%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 30
JRL SERIES AF 316,https://princetongenizalab.github.io/iiif/jrl/af/af-316.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+316%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 316
JRL SERIES AF 195,https://princetongenizalab.github.io/iiif/jrl/af/af-195.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+195%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 195
JRL SERIES AF 418,https://princetongenizalab.github.io/iiif/jrl/af/af-418.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+418%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 418
JRL SERIES AF 47,https://princetongenizalab.github.io/iiif/jrl/af/af-47.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+47%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 47
JRL SERIES AF 361,https://princetongenizalab.github.io/iiif/jrl/af/af-361.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+361%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 361
JRL SERIES AF 224,https://princetongenizalab.github.io/iiif/jrl/af/af-224.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+224%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 224
JRL SERIES AF 10,https://princetongenizalab.github.io/iiif/jrl/af/af-10.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+10%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 10
JRL SERIES AF 336,https://princetongenizalab.github.io/iiif/jrl/af/af-336.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+336%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 336
JRL SERIES AF 273,https://princetongenizalab.github.io/iiif/jrl/af/af-273.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+273%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 273
JRL SERIES AF 320,https://princetongenizalab.github.io/iiif/jrl/af/af-320.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+320%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 320
JRL SERIES AF 265,https://princetongenizalab.github.io/iiif/jrl/af/af-265.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+265%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 265
JRL SERIES AF 377,https://princetongenizalab.github.io/iiif/jrl/af/af-377.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+377%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 377
JRL SERIES AF 51,https://princetongenizalab.github.io/iiif/jrl/af/af-51.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+51%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 51
JRL SERIES AF 232,https://princetongenizalab.github.io/iiif/jrl/af/af-232.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+232%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 232
JRL SERIES AF 398,https://princetongenizalab.github.io/iiif/jrl/af/af-398.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+398%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 398
JRL SERIES AF 160,https://princetongenizalab.github.io/iiif/jrl/af/af-160.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+160%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 160
JRL SERIES AF 249,https://princetongenizalab.github.io/iiif/jrl/af/af-249.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+249%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 249
JRL SERIES AF 422,https://princetongenizalab.github.io/iiif/jrl/af/af-422.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+422%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 422
JRL SERIES AF 137,https://princetongenizalab.github.io/iiif/jrl/af/af-137.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+137%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 137
JRL SERIES AF 92,https://princetongenizalab.github.io/iiif/jrl/af/af-92.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+92%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 92
JRL SERIES AF 434,https://princetongenizalab.github.io/iiif/jrl/af/af-434.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+434%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 434
JRL SERIES AF 121,https://princetongenizalab.github.io/iiif/jrl/af/af-121.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+121%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 121
JRL SERIES AF 208,https://princetongenizalab.github.io/iiif/jrl/af/af-208.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+208%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 208
JRL SERIES AF 84,https://princetongenizalab.github.io/iiif/jrl/af/af-84.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+84%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 84
JRL SERIES AF 199,https://princetongenizalab.github.io/iiif/jrl/af/af-199.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+199%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 199
JRL SERIES AF 176,https://princetongenizalab.github.io/iiif/jrl/af/af-176.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+176%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 176
JRL SERIES AF 192,https://princetongenizalab.github.io/iiif/jrl/af/af-192.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+192%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 192
JRL SERIES AF 254,https://princetongenizalab.github.io/iiif/jrl/af/af-254.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+254%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 254
JRL SERIES AF 37,https://princetongenizalab.github.io/iiif/jrl/af/af-37.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+37%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 37
JRL SERIES AF 311,https://princetongenizalab.github.io/iiif/jrl/af/af-311.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+311%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 311
JRL SERIES AF 203,https://princetongenizalab.github.io/iiif/jrl/af/af-203.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+203%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 203
JRL SERIES AF 60,https://princetongenizalab.github.io/iiif/jrl/af/af-60.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+60%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 60
JRL SERIES AF 346,https://princetongenizalab.github.io/iiif/jrl/af/af-346.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+346%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 346
JRL SERIES AF 429,https://princetongenizalab.github.io/iiif/jrl/af/af-429.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+429%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 429
JRL SERIES AF 215,https://princetongenizalab.github.io/iiif/jrl/af/af-215.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+215%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 215
JRL SERIES AF 4,https://princetongenizalab.github.io/iiif/jrl/af/af-4.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+4%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 4
JRL SERIES AF 99,https://princetongenizalab.github.io/iiif/jrl/af/af-99.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+99%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 99
JRL SERIES AF 350,https://princetongenizalab.github.io/iiif/jrl/af/af-350.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+350%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 350
JRL SERIES AF 76,https://princetongenizalab.github.io/iiif/jrl/af/af-76.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+76%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 76
JRL SERIES AF 184,https://princetongenizalab.github.io/iiif/jrl/af/af-184.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+184%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 184
JRL SERIES AF 242,https://princetongenizalab.github.io/iiif/jrl/af/af-242.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+242%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 242
JRL SERIES AF 307,https://princetongenizalab.github.io/iiif/jrl/af/af-307.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+307%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 307
JRL SERIES AF 21,https://princetongenizalab.github.io/iiif/jrl/af/af-21.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+21%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 21
JRL SERIES AF 110,https://princetongenizalab.github.io/iiif/jrl/af/af-110.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+110%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 110
JRL SERIES AF 405,https://princetongenizalab.github.io/iiif/jrl/af/af-405.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+405%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 405
JRL SERIES AF 393,https://princetongenizalab.github.io/iiif/jrl/af/af-393.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+393%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 393
JRL SERIES AF 239,https://princetongenizalab.github.io/iiif/jrl/af/af-239.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+239%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 239
JRL SERIES AF 147,https://princetongenizalab.github.io/iiif/jrl/af/af-147.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+147%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 147
JRL SERIES AF 452,https://princetongenizalab.github.io/iiif/jrl/af/af-452.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+452%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 452
JRL SERIES AF 281,https://princetongenizalab.github.io/iiif/jrl/af/af-281.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+281%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 281
JRL SERIES AF 151,https://princetongenizalab.github.io/iiif/jrl/af/af-151.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+151%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 151
JRL SERIES AF 444,https://princetongenizalab.github.io/iiif/jrl/af/af-444.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+444%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 444
JRL SERIES AF 297,https://princetongenizalab.github.io/iiif/jrl/af/af-297.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+297%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 297
JRL SERIES AF 278,https://princetongenizalab.github.io/iiif/jrl/af/af-278.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+278%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 278
JRL SERIES AF 106,https://princetongenizalab.github.io/iiif/jrl/af/af-106.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+106%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 106
JRL SERIES AF 413,https://princetongenizalab.github.io/iiif/jrl/af/af-413.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+413%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 413
JRL SERIES AF 385,https://princetongenizalab.github.io/iiif/jrl/af/af-385.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+385%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 385
JRL SERIES AF 258,https://princetongenizalab.github.io/iiif/jrl/af/af-258.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+258%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 258
JRL SERIES AF 171,https://princetongenizalab.github.io/iiif/jrl/af/af-171.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+171%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 171
JRL SERIES AF 83,https://princetongenizalab.github.io/iiif/jrl/af/af-83.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+83%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 83
JRL SERIES AF 433,https://princetongenizalab.github.io/iiif/jrl/af/af-433.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+433%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 433
JRL SERIES AF 126,https://princetongenizalab.github.io/iiif/jrl/af/af-126.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+126%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 126
JRL SERIES AF 95,https://princetongenizalab.github.io/iiif/jrl/af/af-95.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+95%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 95
JRL SERIES AF 8,https://princetongenizalab.github.io/iiif/jrl/af/af-8.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+8%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 8
JRL SERIES AF 219,https://princetongenizalab.github.io/iiif/jrl/af/af-219.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22AF+219%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES AF 219
