shelfmark,iiif_url,url,orig_shelfmark
JRL SERIES C 109,https://princetongenizalab.github.io/iiif/jrl/c/c-109.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+109%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 109
JRL SERIES C 90,https://princetongenizalab.github.io/iiif/jrl/c/c-90.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+90%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 90
JRL SERIES C 172,https://princetongenizalab.github.io/iiif/jrl/c/c-172.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+172%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 172
JRL SERIES C 125,https://princetongenizalab.github.io/iiif/jrl/c/c-125.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+125%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 125
JRL SERIES C 53,https://princetongenizalab.github.io/iiif/jrl/c/c-53.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+53%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 53
JRL SERIES C 133,https://princetongenizalab.github.io/iiif/jrl/c/c-133.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+133%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 133
JRL SERIES C 45,https://princetongenizalab.github.io/iiif/jrl/c/c-45.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+45%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 45
JRL SERIES C 164,https://princetongenizalab.github.io/iiif/jrl/c/c-164.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+164%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 164
JRL SERIES C 12,https://princetongenizalab.github.io/iiif/jrl/c/c-12.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+12%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 12
JRL SERIES C 65,https://princetongenizalab.github.io/iiif/jrl/c/c-65.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+65%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 65
JRL SERIES C 113,https://princetongenizalab.github.io/iiif/jrl/c/c-113.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+113%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 113
JRL SERIES C 32,https://princetongenizalab.github.io/iiif/jrl/c/c-32.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+32%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 32
JRL SERIES C 144,https://princetongenizalab.github.io/iiif/jrl/c/c-144.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+144%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 144
JRL SERIES C 24,https://princetongenizalab.github.io/iiif/jrl/c/c-24.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+24%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 24
JRL SERIES C 152,https://princetongenizalab.github.io/iiif/jrl/c/c-152.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+152%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 152
JRL SERIES C 73,https://princetongenizalab.github.io/iiif/jrl/c/c-73.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+73%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 73
JRL SERIES C 105,https://princetongenizalab.github.io/iiif/jrl/c/c-105.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+105%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 105
JRL SERIES C 6,https://princetongenizalab.github.io/iiif/jrl/c/c-6.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+6%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 6
JRL SERIES C 129,https://princetongenizalab.github.io/iiif/jrl/c/c-129.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+129%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 129
JRL SERIES C 49,https://princetongenizalab.github.io/iiif/jrl/c/c-49.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+49%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 49
JRL SERIES C 168,https://princetongenizalab.github.io/iiif/jrl/c/c-168.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+168%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 168
JRL SERIES C 169,https://princetongenizalab.github.io/iiif/jrl/c/c-169.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+169%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 169
JRL SERIES C 48,https://princetongenizalab.github.io/iiif/jrl/c/c-48.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+48%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 48
JRL SERIES C 128,https://princetongenizalab.github.io/iiif/jrl/c/c-128.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+128%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 128
JRL SERIES C 7,https://princetongenizalab.github.io/iiif/jrl/c/c-7.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+7%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 7
JRL SERIES C 72,https://princetongenizalab.github.io/iiif/jrl/c/c-72.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+72%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 72
JRL SERIES C 104,https://princetongenizalab.github.io/iiif/jrl/c/c-104.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+104%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 104
JRL SERIES C 25,https://princetongenizalab.github.io/iiif/jrl/c/c-25.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+25%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 25
JRL SERIES C 153,https://princetongenizalab.github.io/iiif/jrl/c/c-153.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+153%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 153
JRL SERIES C 33,https://princetongenizalab.github.io/iiif/jrl/c/c-33.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+33%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 33
JRL SERIES C 145,https://princetongenizalab.github.io/iiif/jrl/c/c-145.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+145%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 145
JRL SERIES C 64,https://princetongenizalab.github.io/iiif/jrl/c/c-64.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+64%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 64
JRL SERIES C 112,https://princetongenizalab.github.io/iiif/jrl/c/c-112.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+112%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 112
JRL SERIES C 165,https://princetongenizalab.github.io/iiif/jrl/c/c-165.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+165%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 165
JRL SERIES C 13,https://princetongenizalab.github.io/iiif/jrl/c/c-13.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+13%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 13
JRL SERIES C 132,https://princetongenizalab.github.io/iiif/jrl/c/c-132.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+132%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 132
JRL SERIES C 44,https://princetongenizalab.github.io/iiif/jrl/c/c-44.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+44%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 44
JRL SERIES C 124,https://princetongenizalab.github.io/iiif/jrl/c/c-124.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+124%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 124
JRL SERIES C 52,https://princetongenizalab.github.io/iiif/jrl/c/c-52.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+52%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 52
JRL SERIES C 173,https://princetongenizalab.github.io/iiif/jrl/c/c-173.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+173%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 173
JRL SERIES C 108,https://princetongenizalab.github.io/iiif/jrl/c/c-108.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+108%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 108
JRL SERIES C 91,https://princetongenizalab.github.io/iiif/jrl/c/c-91.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+91%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 91
JRL SERIES C 29,https://princetongenizalab.github.io/iiif/jrl/c/c-29.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+29%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 29
JRL SERIES C 149,https://princetongenizalab.github.io/iiif/jrl/c/c-149.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+149%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 149
JRL SERIES C 68,https://princetongenizalab.github.io/iiif/jrl/c/c-68.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+68%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 68
JRL SERIES C 87,https://princetongenizalab.github.io/iiif/jrl/c/c-87.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+87%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 87
JRL SERIES C 63,https://princetongenizalab.github.io/iiif/jrl/c/c-63.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+63%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 63
JRL SERIES C 115,https://princetongenizalab.github.io/iiif/jrl/c/c-115.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+115%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 115
JRL SERIES C 34,https://princetongenizalab.github.io/iiif/jrl/c/c-34.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+34%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 34
JRL SERIES C 142,https://princetongenizalab.github.io/iiif/jrl/c/c-142.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+142%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 142
JRL SERIES C 22,https://princetongenizalab.github.io/iiif/jrl/c/c-22.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+22%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 22
JRL SERIES C 154,https://princetongenizalab.github.io/iiif/jrl/c/c-154.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+154%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 154
JRL SERIES C 75,https://princetongenizalab.github.io/iiif/jrl/c/c-75.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+75%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 75
JRL SERIES C 103,https://princetongenizalab.github.io/iiif/jrl/c/c-103.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+103%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 103
JRL SERIES C 178,https://princetongenizalab.github.io/iiif/jrl/c/c-178.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+178%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 178
JRL SERIES C 59,https://princetongenizalab.github.io/iiif/jrl/c/c-59.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+59%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 59
JRL SERIES C 139,https://princetongenizalab.github.io/iiif/jrl/c/c-139.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+139%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 139
JRL SERIES C 181,https://princetongenizalab.github.io/iiif/jrl/c/c-181.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+181%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 181
JRL SERIES C 18,https://princetongenizalab.github.io/iiif/jrl/c/c-18.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+18%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 18
JRL SERIES C 119,https://princetongenizalab.github.io/iiif/jrl/c/c-119.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+119%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 119
JRL SERIES C 80,https://princetongenizalab.github.io/iiif/jrl/c/c-80.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+80%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 80
JRL SERIES C 38,https://princetongenizalab.github.io/iiif/jrl/c/c-38.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+38%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 38
JRL SERIES C 158,https://princetongenizalab.github.io/iiif/jrl/c/c-158.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+158%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 158
JRL SERIES C 79,https://princetongenizalab.github.io/iiif/jrl/c/c-79.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+79%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 79
JRL SERIES C 96,https://princetongenizalab.github.io/iiif/jrl/c/c-96.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+96%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 96
JRL SERIES C 174,https://princetongenizalab.github.io/iiif/jrl/c/c-174.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+174%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 174
JRL SERIES C 123,https://princetongenizalab.github.io/iiif/jrl/c/c-123.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+123%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 123
JRL SERIES C 55,https://princetongenizalab.github.io/iiif/jrl/c/c-55.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+55%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 55
JRL SERIES C 135,https://princetongenizalab.github.io/iiif/jrl/c/c-135.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+135%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 135
JRL SERIES C 43,https://princetongenizalab.github.io/iiif/jrl/c/c-43.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+43%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 43
JRL SERIES C 162,https://princetongenizalab.github.io/iiif/jrl/c/c-162.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+162%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 162
JRL SERIES C 14,https://princetongenizalab.github.io/iiif/jrl/c/c-14.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+14%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 14
JRL SERIES C 163,https://princetongenizalab.github.io/iiif/jrl/c/c-163.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+163%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 163
JRL SERIES C 15,https://princetongenizalab.github.io/iiif/jrl/c/c-15.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+15%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 15
JRL SERIES C 134,https://princetongenizalab.github.io/iiif/jrl/c/c-134.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+134%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 134
JRL SERIES C 42,https://princetongenizalab.github.io/iiif/jrl/c/c-42.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+42%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 42
JRL SERIES C 122,https://princetongenizalab.github.io/iiif/jrl/c/c-122.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+122%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 122
JRL SERIES C 54,https://princetongenizalab.github.io/iiif/jrl/c/c-54.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+54%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 54
JRL SERIES C 175,https://princetongenizalab.github.io/iiif/jrl/c/c-175.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+175%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 175
JRL SERIES C 78,https://princetongenizalab.github.io/iiif/jrl/c/c-78.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+78%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 78
JRL SERIES C 97,https://princetongenizalab.github.io/iiif/jrl/c/c-97.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+97%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 97
JRL SERIES C 159,https://princetongenizalab.github.io/iiif/jrl/c/c-159.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+159%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 159
JRL SERIES C 39,https://princetongenizalab.github.io/iiif/jrl/c/c-39.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+39%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 39
JRL SERIES C 118,https://princetongenizalab.github.io/iiif/jrl/c/c-118.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+118%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 118
JRL SERIES C 81,https://princetongenizalab.github.io/iiif/jrl/c/c-81.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+81%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 81
JRL SERIES C 180,https://princetongenizalab.github.io/iiif/jrl/c/c-180.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+180%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 180
JRL SERIES C 19,https://princetongenizalab.github.io/iiif/jrl/c/c-19.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+19%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 19
JRL SERIES C 138,https://princetongenizalab.github.io/iiif/jrl/c/c-138.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+138%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 138
JRL SERIES C 58,https://princetongenizalab.github.io/iiif/jrl/c/c-58.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+58%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 58
JRL SERIES C 179,https://princetongenizalab.github.io/iiif/jrl/c/c-179.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+179%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 179
JRL SERIES C 1,https://princetongenizalab.github.io/iiif/jrl/c/c-1.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+1%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 1
JRL SERIES C 74,https://princetongenizalab.github.io/iiif/jrl/c/c-74.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+74%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 74
JRL SERIES C 102,https://princetongenizalab.github.io/iiif/jrl/c/c-102.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+102%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 102
JRL SERIES C 23,https://princetongenizalab.github.io/iiif/jrl/c/c-23.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+23%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 23
JRL SERIES C 155,https://princetongenizalab.github.io/iiif/jrl/c/c-155.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+155%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 155
JRL SERIES C 35,https://princetongenizalab.github.io/iiif/jrl/c/c-35.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+35%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 35
JRL SERIES C 143,https://princetongenizalab.github.io/iiif/jrl/c/c-143.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+143%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 143
JRL SERIES C 62,https://princetongenizalab.github.io/iiif/jrl/c/c-62.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+62%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 62
JRL SERIES C 114,https://princetongenizalab.github.io/iiif/jrl/c/c-114.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22C+114%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES C 114
JRL SERIES B 2847,https://princetongenizalab.github.io/iiif/jrl/b/b-2847.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+2847%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 2847
JRL SERIES B 4090,https://princetongenizalab.github.io/iiif/jrl/b/b-4090.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+4090%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 4090
JRL SERIES B 3755,https://princetongenizalab.github.io/iiif/jrl/b/b-3755.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+3755%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 3755
JRL SERIES B 6557,https://princetongenizalab.github.io/iiif/jrl/b/b-6557.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+6557%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 6557
JRL SERIES B 3305,https://princetongenizalab.github.io/iiif/jrl/b/b-3305.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+3305%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 3305
JRL SERIES B 6107,https://princetongenizalab.github.io/iiif/jrl/b/b-6107.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+6107%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 6107
JRL SERIES B 2144,https://princetongenizalab.github.io/iiif/jrl/b/b-2144.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+2144%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 2144
JRL SERIES B 5681,https://princetongenizalab.github.io/iiif/jrl/b/b-5681.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+5681%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 5681
JRL SERIES B 8549,https://princetongenizalab.github.io/iiif/jrl/b/b-8549.json,https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+8549%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created,JRL SERIES B 8549
